0.0,3.995835276
0.274026,3.989623407
0.563042,3.713096527
0.856007,3.056638211
1.14935,4.928792855
1.440913,6.508912736
1.730487,7.017154338
2.026809,7.62757191
2.316618,1.724074353
2.606525,1.323001577
2.898536,1.961139662
3.19417,1.887093209
3.486995,2.502878399
3.778927,2.054767374
4.074034,3.099072487
4.365382,3.44604864
4.65547,3.584240777
4.955086,3.510915864
5.246242,2.401360934
5.539387,2.189378413
5.83049,3.403069199
6.124347,3.131299572
6.414256,2.202995013
6.704291,2.517504799
6.999334,2.773781464
7.288438,3.18047178
7.580506,3.267554954
7.871592,3.674645789
8.166782,3.271557988
8.456586,2.916491905
8.745711,2.053485049
9.040384,2.595254667
9.332914,2.980255934
9.625824,3.157012017
9.917453,3.147173864
10.211631,3.266176632
10.50159,3.226464129
10.799539,3.159054823
11.09435,2.46079885
11.38697,2.714285599
11.678537,3.524004442
11.971652,3.874284791
12.264165,3.902244036
12.55531,3.531730581
12.846354,2.790756237
13.13977,3.136243693
13.431573,4.307621828
13.723195,4.659067239
14.017839,4.994420926
14.308455,5.180865803
14.599843,5.705537468
14.892766,5.023578656
15.184154,3.440413605
15.476311,1.970989906
15.768268,2.351706755
16.061903,3.101292546
16.355364,4.011407421
16.64538,4.633120393
17.360577,9.680420728
18.238691,8.645005166
19.044835,8.390965827
19.934238,10.20410987
20.210452,9.56192108
20.500059,9.351158651
20.791271,9.911159614
21.084531,9.375826948
21.375886,8.699575849
21.783082,4.640584101
22.663853,4.96231381
22.944947,4.571426134
23.239813,4.77337527
23.529455,4.432038617
23.81933,3.545311346
24.115015,4.073931032
24.408936,3.287867886
24.706979,2.983973636
24.998282,3.367839297
25.292958,4.313430971
25.583339,4.177943767
25.881854,4.070922654
26.176565,2.560117963
26.467667,1.935135806
26.758095,2.958772436
27.053367,2.62023457
27.345437,2.240600739
27.636499,2.256133391
27.930019,2.442423173
28.221576,2.663984737
28.512788,2.931466096
28.804985,3.035239237
29.097939,3.295107487
29.389885,3.769849758
29.679039,4.186995719
29.971572,4.454291075
30.268511,4.337506588
30.559916,4.294257143
30.850996,4.100198985
31.143067,3.897999298
31.436644,3.612911839
31.732625,3.709805023
32.025371,4.268579149
32.319751,3.674720091
32.611584,3.220143885
32.904366,2.895757942
33.199095,2.940014362
33.49124,3.972265663
33.781244,3.923706874
34.07802,4.381868021
34.366118,4.587586508
34.655896,4.938241514
34.94912,4.829579281
35.243108,4.570480183
35.534123,4.17647021
35.824356,3.889657243
36.11794,4.371181619
36.411682,4.752239825
36.702014,4.900098609
36.994049,5.111943275
37.290322,5.152320513
37.581575,5.156882881
37.880382,5.353492702
38.174374,5.305713509
38.465463,4.36855152
38.755311,3.557939518
39.047665,3.420046942
39.340991,3.158511907
39.632211,3.168507725
39.924063,3.377530872
40.218368,4.065187394
40.508774,4.8861522
40.797594,3.395184091
41.092504,2.904377452
41.384336,4.076988945
41.674994,4.537950724
41.965558,4.941070272
42.261023,4.664434856
42.55151,3.629733088
42.842688,3.070822649
43.135875,2.76261219
43.429622,2.542137267
43.721894,3.108849242
44.016947,2.40881666
44.312488,2.598448426
44.604343,2.67876559
44.893347,2.340285732
45.188118,3.241164853
45.480506,3.527069774
45.771946,3.176595744
46.062996,3.138257922
46.358716,3.367103481
46.647743,3.184871181
46.938535,3.17682073
47.233063,3.729253181
47.524416,3.91172292
47.815311,3.50591894
48.118208,3.082973632
48.411882,2.290094907
48.70204,3.402443966
48.994795,3.774051044
49.28805,4.063367838
49.578748,4.134643804
49.877873,4.081492248
50.171592,4.201911859
50.465379,4.461390942
50.756167,4.469219868
51.048911,4.480335492
51.342565,3.46045892
51.633127,3.338767081
51.924977,3.323098103
52.218482,2.848903506
52.509207,2.830473605
52.800708,2.879420863
53.093513,2.758221315
53.388035,2.537835457
53.677166,3.571463604
53.9671,3.667976517
54.261687,2.665889193
54.553605,3.30523739
54.84561,4.212209401
55.13849,3.582357255
55.430649,3.048272284
55.720493,2.093585741
56.019856,4.037980904
56.31356,4.381360298
56.606859,4.296996125
56.898565,4.262716685
57.191105,4.218149735
57.483027,4.135770351
57.773058,4.139231198
58.063022,4.184949619
58.356978,4.084735055
58.649539,3.950553559
58.940976,3.996436789
59.232008,4.070164141
59.525161,4.019163164
59.814014,3.721757032
60.104115,3.711870859
60.399741,3.767743029
60.69256,3.915473524
60.984016,3.841725842
61.277944,3.891765199
61.570506,4.027129443
61.860562,4.052935946
62.156789,4.040301958
62.452024,3.999795932
62.745415,4.022328014
63.035508,3.656714126
63.329515,2.649417401
63.61949,2.682330037
63.912814,1.79347346
64.205219,2.197533609
64.495064,2.84250466
64.786749,2.04472012
65.080569,1.692704202
65.37304,1.419658697
65.661912,1.777880288
65.953936,2.623787502
66.246984,2.919522053
66.541803,3.424948972
66.832557,3.740937496
67.124009,4.612316374
67.416984,4.41715278
67.70773,2.890234131
68.005529,2.711662903
68.29901,4.02082691
68.591091,4.747464957
68.884391,4.088429517
69.174699,2.361408079
69.467064,1.735344114
69.755419,3.162431699
70.047708,4.759868196
70.343114,4.008965832
70.634406,3.92295054
70.924479,4.190335227
71.21962,4.401256742
71.509124,4.477245793
71.799315,4.630386381
72.09055,4.387732805
72.385186,4.096824126
72.679452,4.186105082
72.970097,3.95876261
73.265378,3.670909796
73.556046,4.294081399
73.845559,3.732101695
74.143124,3.807650835
74.436229,4.690844827
74.729345,5.137137124
75.021612,5.821666026
75.31528,6.240811654
75.605035,4.71176079
75.895283,5.43040398
76.185997,6.173755731
76.478976,5.318692402
76.770507,5.342504516
77.062016,4.594948169
77.357121,4.372400418
77.646715,4.687224512
77.937237,4.545909094
78.229489,4.633916405
78.522947,5.78802546
78.816421,6.363067319
79.108125,6.957162673
79.4018,6.802906828
79.694094,5.487705719
79.986012,5.726741652
80.285368,6.105368033
80.575331,5.647451124
80.868383,5.831434314
81.161031,6.664305531
81.455293,6.757225911
81.745073,6.425209166
82.035983,6.536875893
82.32874,4.63593498
82.618834,5.834343819
82.910528,5.643903395
83.201125,6.600591405
83.494919,6.980477537
83.785205,6.612091282
84.076458,7.082509882
84.488867,8.33961049
85.359486,8.751213087
85.648331,8.590747529
85.937128,8.633220353
86.227568,8.669049374
86.522995,8.713480588
86.820566,8.804910219
87.110721,9.279798113
87.408389,9.339724976
87.696937,9.333779656
87.985052,9.492993701
88.277133,9.605105151
88.571387,9.376352198
88.863033,9.371125544
89.152509,9.412923362
89.447176,9.541204243
89.736148,9.682358938
90.026781,9.745315324
90.320089,9.725539342
90.609563,10.17483969
90.903078,10.23997132
91.193062,10.17026484
91.487079,10.47407464
91.779078,10.67266238
92.070927,10.60653939
92.36721,10.59489617
92.65796,10.51866961
92.954831,9.741735176
93.243028,9.772142369
93.540072,9.938978081
93.830759,9.940931153
94.121899,10.12150088
94.416666,10.26181543
94.706985,10.15592024
94.998466,9.998545865
95.287866,9.892049827
95.583045,9.799273971
95.874722,9.97606707
96.165292,9.769166045
96.458742,9.705141434
96.74949,9.773492712
97.040991,9.762619255
97.333903,9.694266205
97.625211,10.00940944
97.916959,10.04329346
98.208964,10.15564297
98.503899,9.909471098
98.794468,8.893847032
99.094294,8.118924491
99.387416,7.506571976
99.792317,2.083489097
100.688927,1.513705751
100.962142,0.923850804
101.2516,1.79367019
101.542675,2.453698621
101.834008,2.974421757
102.127031,3.377414613
